Country,Scotland,England,Wales,Local_Authority,Area_Code,Population_mid_2018,Area_sq_km,Density_People_sq_km,Local_Proportion_Decile_1_Z_Ind_IMD,Females_2018,Lives_In_Communal,BAME_Including_Jews,Over_1_5_Per_Room,Median_Age_2018,Obese_Z_Ind,Current_Smoking_Z_Ind,Ex_Smoker_Z_Ind,Tonnes_Port_Over_750,Passengers_To_From_Pop_Stand_Normalised,Age_Standardised_CVD_Deaths_U75_100000,Diabetes_Prevalence_Z_Ind,RA_Z_Ind,HTN_Z_Ind,COPD_Z_Ind,Cancer_Z_Ind,CKD_Z_Ind,Average_Humid_23_2_1_3_8_3_15_3,Average_tempHighCel_23_2_1_3_8_3_15_3,Coronavirus_Google_010220_190320,Dementia_Z_Ind,Self_Funders_2017,PM_2_5_Total_2018,Death_Registrations_Week_16,Death_Registrations_Week_16_Per_100000,Death_Registrations_Care_Home_Week_16,Death_Registrations_Care_Home_Week_16_Per_100000,Death_Registrations_Hospital_Week_16,Death_Registrations_Hospital_Week_16_Per_100000,Death_Registrations_Home_Week_16,Death_Registrations_Home_Week_16_Per_100000,Death_Registrations_OoHosp_Week_16,Death_Registrations_OoHosp_Week_16_Per_100000
England,0,1,0,City of London,E09000001,8706,3,2902,-0.691,0.45,0.025,0.235,0.031,41,-2.712,-2.092,-0.712,0,0.467,49.5,-1.499,-1.14,,-1.307,-0.999,-1.268,0.725,12.363,1.884,-2.162,0.456,13.145,13,149.3223065,2,22.97266253,7,80.40431886,2,22.97266253,6,68.91798759
England,0,1,0,Barking and Dagenham,E09000002,211998,36,5888.833,-0.345,0.505,0.005,0.419,0.036,32.3,1.501,0.912,-2.568,0,0.467,97.6,0.428,-0.241,-0.615,-0.937,-0.333,-1.486,0.723,12.639,1.525,-2.172,0.456,13.0378,457,215.5680714,107,50.47217427,211,99.52924084,114,53.77409221,246,116.0388306
England,0,1,0,Barnet,E09000003,392140,87,4507.356,-0.646,0.504,0.011,0.497,0.029,37,-1.48,-0.757,-1.599,0,0.467,57.1,-0.061,-1.541,-1.199,-1.272,-1.29,-0.812,0.758,11.558,2.135,-0.512,0.456,11.7292,876,223.3896058,236,60.18258785,352,89.76385985,223,56.8674453,524,133.6257459
England,0,1,0,Bexley,E09000004,247258,61,4053.41,-0.691,0.517,0.005,0.182,0.01,38.8,0.291,-0.423,-0.226,0,0.467,61.6,-0.718,-0.026,1.126,-0.745,-0.116,-0.143,0.733,12.175,-0.559,-0.382,0.456,11.8266,691,279.465174,169,68.34965906,323,130.6327803,152,61.47424957,368,148.8323937
England,0,1,0,Brent,E09000005,330795,43,7692.907,-0.141,0.49,0.007,0.65,0.066,35.3,-0.733,0.245,-2.867,0,0.467,90.3,3.81,-1.028,-1.659,-1.296,-0.82,-1.559,0.743,11.896,2.135,-1.452,0.456,12.1293,609,184.1019362,84,25.39337052,313,94.62053538,161,48.67062682,296,89.48140087
England,0,1,0,Bromley,E09000006,331096,150,2207.307,-0.642,0.519,0.008,0.16,0.007,40.6,-1.097,-0.757,-0.208,0,0.467,52.5,-0.7,-0.101,0.126,-0.635,-0.228,0.044,0.763,11.438,2.064,0.179,0.456,10.9553,903,272.7305676,236,71.27842076,365,110.2399304,227,68.5601759,538,162.4906372
England,0,1,0,Camden,E09000007,262226,22,11919.364,-0.691,0.495,0.036,0.379,0.043,33.9,-2.599,-0.089,-0.992,0,0.467,61.4,-1.095,-1.768,-1.6,-1.262,-1.684,-2.013,0.735,12.036,1.884,-1.516,0.456,12.5071,426,162.4552867,44,16.77941928,193,73.60063457,139,53.00771091,233,88.85465209
England,0,1,0,Croydon,E09000008,385346,86,4480.767,-0.475,0.514,0.009,0.451,0.023,37.4,-0.768,-0.089,-1.502,0,0.467,71.1,2.366,0.117,0,-0.818,0.011,-1.076,0.763,11.415,1.884,-1.177,0.456,11.6597,873,226.5496463,187,48.52781656,398,103.2838021,228,59.16760522,475,123.2658442
England,0,1,0,Ealing,E09000009,341982,56,6106.821,-0.497,0.497,0.011,0.513,0.046,36.7,-0.508,-0.423,-2.499,0,0.467,77,2.823,-1.279,-0.924,-1.393,-1.013,-1.461,0.743,11.975,-0.559,-1.965,0.456,12.1337,726,212.291875,137,40.06058798,348,101.7597417,192,56.14330579,378,110.5321333
England,0,1,0,Enfield,E09000010,333869,81,4121.84,-0.172,0.511,0.008,0.403,0.032,36.1,0.209,0.578,-1.682,0,0.467,70.1,0.994,-1.036,-0.058,-0.897,-0.829,-1.144,0.75,12.046,-0.559,-1.059,0.456,12.1101,753,225.5375611,176,52.71528653,336,100.6382743,184,55.11143592,417,124.8992868
England,0,1,0,Greenwich,E09000011,286186,47,6089.064,-0.628,0.496,0.018,0.377,0.034,34.7,-0.073,0.578,-1.646,0,0.467,84.1,-0.551,-1.393,-0.651,-1.147,-1.06,-1.82,0.733,12.225,1.884,-1.99,0.456,12.3659,579,202.3159763,93,32.49634853,298,104.1280845,144,50.31692675,281,98.18789179
England,0,1,0,Hackney,E09000012,279665,19,14719.211,0.366,0.502,0.007,0.504,0.048,33,-0.249,1.58,-1.58,0,0.467,107.1,0.555,-1.972,-2.558,-1.792,-1.786,-2.967,0.73,12.379,1.884,-2.54,0.456,12.8978,373,133.373858,48,17.16339192,190,67.93842633,105,37.54491981,183,65.43543168
England,0,1,0,Hammersmith and Fulham,E09000013,185426,16,11589.125,-0.607,0.506,0.01,0.325,0.036,34.8,-2.631,0.245,-2.025,0,0.467,68.6,-1.195,-2.18,-1.991,-1.34,-2.094,-2.543,0.728,12.488,1.884,-2.228,0.456,12.6614,349,188.2152449,59,31.81862306,162,87.36638875,101,54.46916829,187,100.8488561
England,0,1,0,Haringey,E09000014,270624,30,9020.8,0.228,0.495,0.007,0.42,0.053,35.4,-0.097,1.58,-1.632,0,0.467,84.1,0.596,-1.395,-1.136,-1.49,-1.065,-2.389,0.74,12.161,-0.559,-1.995,0.456,12.5419,422,155.9359111,50,18.47581885,213,78.70698829,123,45.45051437,209,77.22892279
England,0,1,0,Harrow,E09000015,250149,50,5002.98,-0.691,0.5,0.009,0.62,0.031,38,-1.253,-1.09,-2.964,0,0.467,55.4,2.835,-0.334,-1.073,-1.466,-0.373,-0.225,0.758,11.593,2.279,-0.956,0.456,11.2865,587,234.6601426,117,46.77212381,279,111.533526,148,59.16473782,308,123.1266165
England,0,1,0,Havering,E09000016,257810,112,2301.875,-0.627,0.519,0.007,0.128,0.007,39.2,-0.244,-0.423,-0.426,0,0.467,66.9,-0.256,0.604,0.783,-0.283,0.515,0.274,0.725,12.439,1.848,-0.272,0.456,11.4503,853,330.8638144,231,89.60086886,390,151.2741942,181,70.2067414,463,179.5896203
England,0,1,0,Hillingdon,E09000017,304824,116,2627.793,-0.691,0.498,0.024,0.4,0.027,35.9,-1.213,-0.423,-1.911,0,0.467,72.3,0.026,-0.062,-0.263,-1.374,-0.166,-0.851,0.765,11.915,2.135,-0.961,0.456,11.3836,699,229.3126525,151,49.53678188,354,116.132588,156,51.17707267,345,113.1800646
England,0,1,0,Hounslow,E09000018,270782,56,4835.393,-0.624,0.491,0.008,0.488,0.04,36,-0.052,-0.089,-2.411,0,0.467,81.9,1.306,-0.801,-1.044,-1.549,-0.617,-1.475,0.743,12.113,2.423,-1.766,0.456,11.9127,558,206.0698274,84,31.02126434,281,103.7735152,139,51.33280646,277,102.2963122
England,0,1,0,Islington,E09000019,239142,15,15942.8,-0.227,0.497,0.029,0.327,0.03,32.1,-1.555,0.912,-1.381,0,0.467,84.3,-1.786,-1.502,-2.4,-1.657,-1.214,-2.661,0.735,12.167,1.884,-1.69,0.456,12.9434,369,154.3016283,65,27.18050363,154,64.39688553,113,47.25226016,215,89.90474279
England,0,1,0,Kensington and Chelsea,E09000020,156197,12,13016.417,0.14,0.498,0.017,0.313,0.03,39.4,-2.464,0.245,-0.726,0,0.467,42.5,-0.088,-2.064,-1.781,-0.734,-1.929,-1.738,0.725,12.433,1.884,-1.381,0.456,12.9743,268,171.5781993,44,28.16955511,111,71.06410494,83,53.13802442,157,100.5140944
England,0,1,0,Kingston upon Thames,E09000021,175470,37,4742.432,-0.691,0.506,0.023,0.26,0.012,37.2,-2.221,-0.423,-1.043,0,0.467,56.5,-2.595,-1.373,-1.125,-1.688,-1.02,-1.014,0.75,12.157,-0.559,-1.461,0.456,11.5436,425,242.206645,111,63.2586767,182,103.7214339,106,60.40918676,243,138.4852111
England,0,1,0,Lambeth,E09000022,325917,27,12071,-0.691,0.497,0.01,0.432,0.035,33.1,-1.552,0.912,-1.79,0,0.467,97.2,0.33,-1.921,-1.99,-1.844,-1.759,-2.825,0.728,12.39,1.884,-2.284,0.456,12.7253,529,162.3112633,71,21.78468751,240,73.63838032,155,47.55812063,289,88.67288297
England,0,1,0,Lewisham,E09000023,303536,35,8672.457,-0.409,0.506,0.009,0.467,0.032,35,-0.667,0.912,-1.301,0,0.467,79.4,1.131,-1.804,-1.279,-1.408,-1.7,-2.11,0.733,12.339,1.884,-1.801,0.456,12.3577,594,195.6934268,109,35.91007327,292,96.19946234,151,49.74698224,302,99.49396447
England,0,1,0,Merton,E09000024,206186,38,5425.947,-0.691,0.507,0.007,0.355,0.023,37.1,-2.073,-0.423,-1.596,0,0.467,66.7,-0.645,-0.937,-0.217,-1.848,-0.697,-1.35,0.743,12.25,-0.559,-1.217,0.456,12.2926,465,225.5245264,116,56.25988185,208,100.8797882,99,48.01489917,257,124.6447382
England,0,1,0,Newham,E09000025,352005,36,9777.917,-0.459,0.47,0.006,0.711,0.089,31.9,0.315,0.578,-3.513,0,0.467,99.7,2.426,-1.583,-1.771,-2.101,-1.295,-2.637,0.718,12.708,-0.559,-2.708,0.456,13.4912,513,145.7365662,78,22.15877615,253,71.87397906,140,39.77216233,260,73.86258718
England,0,1,0,Redbridge,E09000026,303858,56,5426.036,-0.691,0.494,0.006,0.609,0.032,35.5,-0.732,-1.09,-2.702,0,0.467,77.9,2.541,-0.322,-1.63,-1.668,-0.343,-0.754,0.735,12.319,1.92,-1.442,0.456,12.6684,637,209.6373964,116,38.17572682,329,108.2742597,161,52.98527602,308,101.3631367
England,0,1,0,Richmond upon Thames,E09000027,196904,57,3454.456,-0.691,0.514,0.015,0.148,0.007,40.7,-2.779,-1.424,-0.035,0,0.467,51.3,-2.046,-1.382,-0.709,-1.246,-1.054,-0.819,0.745,12.081,2.064,-0.833,0.456,11.5854,407,206.6997115,109,55.3569252,159,80.75001016,107,54.3412018,248,125.9497014
England,0,1,0,Southwark,E09000028,317256,29,10939.862,-0.405,0.501,0.02,0.461,0.047,33.4,-0.552,0.245,-1.952,0,0.467,76.2,0.126,-1.592,-2.362,-1.813,-1.667,-2.746,0.728,12.397,1.884,-2.25,0.456,12.6851,483,152.2429836,57,17.96656328,228,71.86625312,146,46.01961823,255,80.37673046
England,0,1,0,Sutton,E09000029,204525,44,4648.295,-0.612,0.512,0.008,0.216,0.009,39.2,-0.905,-0.423,-0.414,0,0.467,57.5,-1.003,-0.537,0.354,-1.089,-0.484,-0.534,0.76,11.667,1.992,-0.078,0.456,11.4547,541,264.5153404,164,80.18579636,218,106.5884366,119,58.18359614,323,157.9269038
England,0,1,0,Tower Hamlets,E09000030,317705,20,15885.25,-0.559,0.478,0.015,0.553,0.068,31.3,-1.509,0.912,-2.422,0,0.467,93.4,-0.373,-1.994,-2.834,-2.311,-1.866,-3.103,0.718,12.607,1.884,-2.581,0.456,12.8954,348,109.5355755,36,11.33126643,158,49.73166932,114,35.88234368,190,59.80390614
England,0,1,0,Waltham Forest,E09000031,276700,39,7094.872,-0.493,0.496,0.006,0.482,0.05,34.9,-1.003,0.912,-1.613,0,0.467,86.5,1.996,-1.17,-1.518,-1.24,-1.002,-1.826,0.738,12.297,-0.559,-1.876,0.456,13.0601,467,168.7748464,88,31.80339718,211,76.25587279,137,49.51210698,256,92.51897362
England,0,1,0,Wandsworth,E09000032,326474,34,9602.176,-0.691,0.52,0.017,0.291,0.022,33.9,-2.29,-0.423,-1.395,0,0.467,75.7,-2.03,-1.877,-2.543,-2.163,-1.706,-2.534,0.73,12.354,1.884,-2.028,0.456,12.37,544,166.6288893,139,42.57613164,209,64.01734901,149,45.63916269,335,102.6115403
England,0,1,0,Westminster,E09000033,255324,21,12158.286,-0.468,0.477,0.028,0.414,0.04,36.1,-2.114,-0.089,-1.487,0,0.467,59.6,-0.502,-2.184,-2.133,-1.272,-2.706,-1.942,0.728,12.29,1.884,-1.624,0.456,12.9499,408,159.7969639,42,16.44968746,203,79.5068227,99,38.77426329,205,80.29014115
Wales,0,0,1,Isle of Anglesey,W06000001,69961,711,98.398,-0.933,0.508,0.012,0.018,0.003,47.9,-0.187,-0.155,-1.113,5222,0,80.9,-0.94,-0.079,0.526,0.912,0.82,0.903,0.805,8.288,-0.559,0.913,0.55,6.1792,290,414.5166593,52,74.32712511,142,202.9702263,86,122.92563,148,211.546433
Wales,0,0,1,Gwynedd,W06000002,124178,2535,48.985,-0.866,0.505,0.032,0.036,0.004,43.2,-0.89,-1.864,-1.385,0,0,75.6,-0.7,-0.079,0.526,0.912,0.82,0.903,0.933,5.051,-0.559,0.913,0.3,6.3476,458,368.8253958,99,79.72426678,228,183.6074023,105,84.55604052,230,185.2179935
Wales,0,0,1,Conwy,W06000003,117181,1126,104.068,-0.454,0.513,0.023,0.024,0.002,49.4,-0.651,1.553,-0.569,0,0,83.5,-1.02,-0.079,0.526,0.912,0.82,0.903,0.848,6.782,-0.559,0.913,0.55,6.6505,492,419.8632884,107,91.31173142,234,199.6910762,114,97.2853961,258,220.1722122
Wales,0,0,1,Denbighshire,W06000004,95330,837,113.895,0.463,0.507,0.013,0.027,0.003,46.6,-0.637,-1.864,1.879,0,0,94.8,-0.94,-0.079,0.526,0.912,0.82,0.903,0.795,8.382,-0.559,0.913,0.6,6.9297,435,456.3096612,97,101.7518095,210,220.2874226,107,112.2416868,225,236.0222385
Wales,0,0,1,Flintshire,W06000005,155593,437,356.048,-0.792,0.507,0.005,0.016,0.003,43.9,-0.287,0.699,-0.841,0,0,82.3,-0.7,-0.079,0.526,0.912,0.82,0.903,0.798,7.876,-0.559,0.913,0.45,7.3278,534,343.2031004,83,53.34430212,307,197.3096476,121,77.76699466,227,145.8934528
Wales,0,0,1,Wrexham,W06000006,136126,504,270.091,-0.251,0.498,0.012,0.032,0.004,42.2,0.139,0.699,0.519,0,0,88.3,-1.17,-0.079,0.526,0.912,0.82,0.903,0.775,10.068,-0.559,0.913,0.7,7.4746,466,342.3299002,84,61.70753567,235,172.6341772,126,92.5613035,231,169.6957231
Wales,0,0,1,Ceredigion,W06000008,72992,1786,40.869,-0.947,0.503,0.059,0.033,0.004,46.1,-1.255,-0.155,1.335,0,0,65.9,-1.09,1.647,0.566,-0.067,1.116,-0.143,0.868,7.626,-0.559,0.493,0.3,6.4095,320,438.4042087,62,84.94081543,132,180.8417361,114,156.1814993,188,257.5624726
Wales,0,0,1,Pembrokeshire,W06000009,125055,1619,77.242,-0.454,0.51,0.015,0.019,0.003,48,-0.012,0.272,1.335,30935,0,81.2,0.4,1.647,0.566,-0.067,1.116,-0.143,0.813,9.554,-0.559,0.493,0.55,7.12,506,404.6219663,109,87.16164887,222,177.5218904,166,132.7415937,284,227.100076
Wales,0,0,1,Carmarthenshire,W06000010,187568,2370,79.143,-0.62,0.511,0.014,0.019,0.003,46.3,-0.003,-0.582,0.247,0,0,94.3,0.16,1.647,0.566,-0.067,1.116,-0.143,0.85,9.085,-0.559,0.493,0.45,7.2823,813,433.4428047,183,97.56461657,383,204.1926128,203,108.2274162,430,229.2501919
Wales,0,0,1,Swansea,W06000011,246466,380,648.595,0.38,0.501,0.019,0.061,0.004,39.6,-0.261,-0.155,0.791,0,0,90.3,-0.07,-0.596,-0.591,-0.428,-0.341,0.289,0.848,9.063,-0.559,0.378,0.45,7.933,939,380.9856126,183,74.24959224,460,186.6383193,248,100.6223982,479,194.3472933
Wales,0,0,1,Neath Port Talbot,W06000012,142906,441,324.05,0.935,0.507,0.008,0.02,0.002,43.3,0.792,1.553,0.791,6635,0,97.9,0.87,-0.596,-0.591,-0.428,-0.341,0.289,0.858,8.524,-0.559,0.378,0.3,7.7426,571,399.5633493,101,70.67582887,293,205.0298798,140,97.96649546,278,194.5334696
Wales,0,0,1,Bridgend,W06000013,144876,251,577.195,-0.285,0.504,0.017,0.022,0.002,43.2,-0.101,-0.155,-1.929,0,0,84.2,0.16,-0.596,-0.591,-0.428,-0.341,0.289,0.845,8.704,-0.559,0.378,0.45,7.7151,581,401.0326072,90,62.12209062,318,219.4980535,162,111.8197631,263,181.5345537
Wales,0,0,1,Vale of Glamorgan,W06000014,132165,331,399.29,-0.715,0.515,0.016,0.036,0.002,43.7,-1.269,0.272,0.247,0,0,58.2,-0.47,-2.103,-2.785,-2.33,-1.686,-1.875,0.833,9.504,-0.559,-0.969,0.55,7.7669,453,342.7533765,79,59.77376764,224,169.4851133,117,88.5257065,229,173.2682632
Wales,0,0,1,Cardiff,W06000015,364248,141,2583.319,1.34,0.504,0.033,0.155,0.01,33.6,-1.159,-1.01,-0.025,1770,0,79.1,-0.07,-2.103,-2.785,-2.33,-1.686,-1.875,0.82,10.007,1.74,-0.969,0.55,9.4365,934,256.4187037,172,47.22057499,409,112.2861347,275,75.49801234,525,144.132569
Wales,0,0,1,Rhondda Cynon Taf,W06000016,240131,424,566.347,1.241,0.51,0.011,0.027,0.003,40.6,1.463,0.272,-0.841,0,0,94.7,0.4,0.129,0.624,1.377,-0.926,-0.199,0.835,8.892,-0.559,-2.416,0.3,7.9413,895,372.7132274,149,62.04946467,500,208.2196801,231,96.1974922,395,164.4935473
Wales,0,0,1,Caerphilly,W06000018,181019,277,653.498,0.168,0.51,0.006,0.017,0.003,41.6,1.636,0.699,0.247,0,0,98.2,1.57,-0.084,0.045,-0.396,-0.737,-0.195,0.833,9.16,-0.559,-0.402,0.45,8.2005,659,364.0501826,91,50.27096603,388,214.3421409,165,91.15065269,271,149.7080417
Wales,0,0,1,Blaenau Gwent,W06000019,69713,109,639.569,0.562,0.507,0.008,0.015,0.004,42.9,1.382,0.699,-0.297,0,0,116.4,2.67,-0.084,0.045,-0.396,-0.737,-0.195,0.865,8.281,-0.559,-0.402,0.45,7.8552,303,434.6391634,58,83.19825571,143,205.1267339,91,130.5351943,160,229.5124295
Wales,0,0,1,Torfaen,W06000020,93049,126,738.484,-0.544,0.513,0.008,0.02,0.005,42.4,1.033,-1.437,1.063,0,0,97.1,0.55,-0.084,0.045,-0.396,-0.737,-0.195,0.843,8.997,-0.559,-0.402,0.45,8.3212,345,370.7723887,65,69.85566744,153,164.4294941,110,118.2172834,192,206.3428946
Wales,0,0,1,Monmouthshire,W06000021,94142,849,110.886,-1.256,0.508,0.018,0.02,0.004,48.6,-1.21,-0.155,0.519,0,0,73.6,-0.47,-0.084,0.045,-0.396,-0.737,-0.195,0.81,10.329,-0.559,-0.402,0.7,7.9873,311,330.3520214,65,69.0446347,142,150.8359712,78,82.85356164,169,179.5160502
Wales,0,0,1,Newport,W06000022,153302,191,802.628,2.193,0.508,0.011,0.101,0.006,38.8,0.338,0.272,-0.297,2819,0,95.5,1.18,-0.084,0.045,-0.396,-0.737,-0.195,0.818,10.026,-0.559,-0.402,0.55,9.2658,517,337.2428279,83,54.14149848,250,163.0768027,146,95.23685275,267,174.1660252
Wales,0,0,1,Powys,W06000023,132447,5181,25.564,-1.076,0.505,0.015,0.017,0.003,49.9,-0.843,-1.01,-0.297,0,0,76.3,-1.09,1.689,1.019,-0.102,1.664,1.22,0.88,7.067,-0.559,0.69,0.45,6.5488,569,429.6058046,110,83.05208876,276,208.3852409,147,110.9877913,293,221.2205637
Wales,0,0,1,Merthyr Tydfil,W06000024,60183,111,542.189,1.91,0.509,0.008,0.024,0.003,40.5,1.982,1.553,-1.385,0,0,112.3,0.79,0.129,0.624,1.377,-0.926,-0.199,0.848,8.51,-0.559,-2.416,0.45,7.9388,211,350.5973448,27,44.86316734,127,211.0230464,53,88.06473589,84,139.5742984
